Date,ETF_ID,Action,Price,Shares,Cash Before,Cash After,Portfolio Value,Action Value,Currently Held
2023-11-13,0,SELL_FAILED,432.86,0,9.62,9.62,10530.9,-0.88604516,21.0
2023-11-13,1,HOLD,89.451,0,9.62,9.62,10530.9,0.06432421,16.0
2023-11-13,2,SELL_FAILED,22.069,0,9.62,9.62,10530.9,-0.98925245,0.0
2023-11-13,3,SELL_FAILED,180.51,0,9.62,9.62,10530.9,-0.9920213,0.0
2023-11-14,0,SELL_FAILED,441.258,0,9.62,9.62,10725.24,-0.88567173,21.0
2023-11-14,1,HOLD,90.575,0,9.62,9.62,10725.24,0.06726801,16.0
2023-11-14,2,SELL_FAILED,22.033,0,9.62,9.62,10725.24,-0.98920554,0.0
2023-11-14,3,SELL_FAILED,182.12,0,9.62,9.62,10725.24,-0.9920255,0.0
2023-11-15,0,SELL_FAILED,442.192,0,9.62,9.62,10735.86,-0.8858986,21.0
2023-11-15,1,HOLD,90.013,0,9.62,9.62,10735.86,0.06661375,16.0
2023-11-15,2,SELL_FAILED,21.888,0,9.62,9.62,10735.86,-0.9892056,0.0
2023-11-15,3,SELL_FAILED,181.64,0,9.62,9.62,10735.86,-0.99203163,0.0
2023-11-16,0,SELL_FAILED,442.733,0,9.62,9.62,10755.14,-0.8858495,21.0
2023-11-16,1,HOLD,90.508,0,9.62,9.62,10755.14,0.065806,16.0
2023-11-16,2,SELL_FAILED,21.364,0,9.62,9.62,10755.14,-0.98923254,0.0
2023-11-16,3,SELL_FAILED,183.69,0,9.62,9.62,10755.14,-0.9920198,0.0
2023-11-17,0,SELL_FAILED,443.284,0,9.62,9.62,10769.61,-0.88611835,21.0
2023-11-17,1,HOLD,90.689,0,9.62,9.62,10769.61,0.063165925,16.0
2023-11-17,2,SELL_FAILED,21.671,0,9.62,9.62,10769.61,-0.9892779,0.0
2023-11-17,3,SELL_FAILED,183.67,0,9.62,9.62,10769.61,-0.99201304,0.0
2023-11-20,0,SELL_FAILED,446.696,0,9.62,9.62,10843.55,-0.8858853,21.0
2023-11-20,1,HOLD,90.832,0,9.62,9.62,10843.55,0.06614317,16.0
2023-11-20,2,SELL_FAILED,21.943,0,9.62,9.62,10843.55,-0.9892177,0.0
2023-11-20,3,SELL_FAILED,183.37,0,9.62,9.62,10843.55,-0.9920286,0.0
2023-11-21,0,SELL_FAILED,445.722,0,9.62,9.62,10824.61,-0.885666,21.0
2023-11-21,1,HOLD,90.927,0,9.62,9.62,10824.61,0.06684167,16.0
2023-11-21,2,SELL_FAILED,22.069,0,9.62,9.62,10824.61,-0.98921746,0.0
2023-11-21,3,SELL_FAILED,185.35,0,9.62,9.62,10824.61,-0.9920187,0.0
2023-11-22,0,SELL_FAILED,447.443,0,9.62,9.62,10862.13,-0.88591826,21.0
2023-11-22,1,HOLD,91.013,0,9.62,9.62,10862.13,0.06559196,16.0
2023-11-22,2,SELL_FAILED,21.879,0,9.62,9.62,10862.13,-0.98922855,0.0
2023-11-22,3,SELL_FAILED,184.56,0,9.62,9.62,10862.13,-0.99202436,0.0
2023-11-24,0,SELL_FAILED,447.718,0,9.62,9.62,10861.2,-0.8859069,21.0
2023-11-24,1,HOLD,90.594,0,9.62,9.62,10861.2,0.06470961,16.0
2023-11-24,2,SELL_FAILED,21.735,0,9.62,9.62,10861.2,-0.9892536,0.0
2023-11-24,3,SELL_FAILED,185.52,0,9.62,9.62,10861.2,-0.9920145,0.0
2023-11-27,0,SELL_FAILED,446.912,0,9.62,9.62,10852.5,-0.88585025,21.0
2023-11-27,1,HOLD,91.108,0,9.62,9.62,10852.5,0.06673584,16.0
2023-11-27,2,SELL_FAILED,21.59,0,9.62,9.62,10852.5,-0.9892089,0.0
2023-11-27,3,SELL_FAILED,186.77,0,9.62,9.62,10852.5,-0.9920277,0.0
2023-11-28,0,SELL_FAILED,447.355,0,9.62,9.62,10868.2,-0.8859242,21.0
2023-11-28,1,HOLD,91.508,0,9.62,9.62,10868.2,0.06458149,16.0
2023-11-28,2,SELL_FAILED,21.852,0,9.62,9.62,10868.2,-0.9892512,0.0
2023-11-28,3,SELL_FAILED,189.26,0,9.62,9.62,10868.2,-0.99201715,0.0
2023-11-29,0,SELL_FAILED,447.04,0,9.62,9.62,10868.74,-0.88575447,21.0
2023-11-29,1,HOLD,91.955,0,9.62,9.62,10868.74,0.06645151,16.0
2023-11-29,2,SELL_FAILED,22.006,0,9.62,9.62,10868.74,-0.9892208,0.0
2023-11-29,3,SELL_FAILED,189.54,0,9.62,9.62,10868.74,-0.99202025,0.0
2023-11-30,0,SELL_FAILED,448.8,0,9.62,9.62,10900.84,-0.8857428,21.0
2023-11-30,1,HOLD,91.651,0,9.62,9.62,10900.84,0.06667606,16.0
2023-11-30,2,SELL_FAILED,21.635,0,9.62,9.62,10900.84,-0.9892155,0.0
2023-11-30,3,SELL_FAILED,188.75,0,9.62,9.62,10900.84,-0.99202365,0.0
2023-12-01,0,SELL_FAILED,451.455,0,9.62,9.62,10969.47,-0.8858702,21.0
2023-12-01,1,HOLD,92.456,0,9.62,9.62,10969.47,0.06630865,16.0
2023-12-01,2,SELL_FAILED,21.536,0,9.62,9.62,10969.47,-0.9892156,0.0
2023-12-01,3,SELL_FAILED,192.01,0,9.62,9.62,10969.47,-0.992027,0.0
2023-12-04,0,SELL_FAILED,449.085,0,9.62,9.62,10914.05,-0.88577527,21.0
2023-12-04,1,HOLD,92.103,0,9.62,9.62,10914.05,0.06776145,16.0
2023-12-04,2,SELL_FAILED,21.391,0,9.62,9.62,10914.05,-0.98918617,0.0
2023-12-04,3,SELL_FAILED,187.86,0,9.62,9.62,10914.05,-0.99203205,0.0
2023-12-05,0,SELL_FAILED,448.997,0,9.62,9.62,10921.98,-0.88585305,21.0
2023-12-05,1,HOLD,92.714,0,9.62,9.62,10921.98,0.06633784,16.0
2023-12-05,2,SELL_FAILED,21.201,0,9.62,9.62,10921.98,-0.9892152,0.0
2023-12-05,3,SELL_FAILED,187.15,0,9.62,9.62,10921.98,-0.99202603,0.0
2023-12-06,0,SELL_FAILED,447.187,0,9.62,9.62,10887.8,-0.8859396,21.0
2023-12-06,1,HOLD,92.953,0,9.62,9.62,10887.8,0.06555887,16.0
2023-12-06,2,SELL_FAILED,20.685,0,9.62,9.62,10887.8,-0.98923004,0.0
2023-12-06,3,SELL_FAILED,187.84,0,9.62,9.62,10887.8,-0.992024,0.0
2023-12-07,0,SELL_FAILED,450.6,0,9.62,9.62,10959.93,-0.88593876,21.0
2023-12-07,1,HOLD,92.982,0,9.62,9.62,10959.93,0.065469466,16.0
2023-12-07,2,SELL_FAILED,20.721,0,9.62,9.62,10959.93,-0.98922503,0.0
2023-12-07,3,SELL_FAILED,188.15,0,9.62,9.62,10959.93,-0.9920279,0.0
2023-12-08,0,SELL_FAILED,452.537,0,9.62,9.62,10993.12,-0.88588953,21.0
2023-12-08,1,HOLD,92.514,0,9.62,9.62,10993.12,0.06706169,16.0
2023-12-08,2,SELL_FAILED,20.812,0,9.62,9.62,10993.12,-0.9891985,0.0
2023-12-08,3,SELL_FAILED,185.64,0,9.62,9.62,10993.12,-0.99203175,0.0
2023-12-11,0,SELL_FAILED,454.297,0,9.62,9.62,11030.23,-0.88582647,21.0
2023-12-11,1,HOLD,92.523,0,9.62,9.62,11030.23,0.06752044,16.0
2023-12-11,2,SELL_FAILED,20.739,0,9.62,9.62,11030.23,-0.9891897,0.0
2023-12-11,3,SELL_FAILED,183.59,0,9.62,9.62,11030.23,-0.99203247,0.0
2023-12-12,0,SELL_FAILED,456.372,0,9.62,9.62,11078.23,-0.88615066,21.0
2023-12-12,1,HOLD,92.8,0,9.62,9.62,11078.23,0.06422437,16.0
2023-12-12,2,SELL_FAILED,20.423,0,9.62,9.62,11078.23,-0.9892479,0.0
2023-12-12,3,SELL_FAILED,183.49,0,9.62,9.62,11078.23,-0.99202436,0.0
2023-12-13,0,SELL_FAILED,462.665,0,9.62,9.62,11229.03,-0.88596946,21.0
2023-12-13,1,HOLD,93.965,0,9.62,9.62,11229.03,0.065544546,16.0
2023-12-13,2,SELL_FAILED,20.658,0,9.62,9.62,11229.03,-0.9892299,0.0
2023-12-13,3,SELL_FAILED,187.63,0,9.62,9.62,11229.03,-0.9920255,0.0
2023-12-14,0,SELL_FAILED,464.15,0,9.62,9.62,11272.35,-0.885927,21.0
2023-12-14,1,HOLD,94.724,0,9.62,9.62,11272.35,0.06479932,16.0
2023-12-14,2,SELL_FAILED,21.002,0,9.62,9.62,11272.35,-0.9892489,0.0
2023-12-14,3,SELL_FAILED,188.73,0,9.62,9.62,11272.35,-0.9920202,0.0
2023-12-15,0,SELL_FAILED,463.386,0,9.62,9.62,11252.77,-0.8857994,21.0
2023-12-15,1,HOLD,94.503,0,9.62,9.62,11252.77,0.06621082,16.0
2023-12-15,2,SELL_FAILED,21.038,0,9.62,9.62,11252.77,-0.9892253,0.0
2023-12-15,3,SELL_FAILED,187.0,0,9.62,9.62,11252.77,-0.99202013,0.0
2023-12-18,0,SELL_FAILED,465.993,0,9.62,9.62,11304.46,-0.88602346,21.0
2023-12-18,1,HOLD,94.312,0,9.62,9.62,11304.46,0.06483262,16.0
2023-12-18,2,SELL_FAILED,21.189,0,9.62,9.62,11304.46,-0.98924,0.0
2023-12-18,3,SELL_FAILED,187.85,0,9.62,9.62,11304.46,-0.99202454,0.0
2023-12-19,0,SELL_FAILED,468.826,0,9.62,9.62,11365.8,-0.8858774,21.0
2023-12-19,1,HOLD,94.427,0,9.62,9.62,11365.8,0.06546736,16.0
2023-12-19,2,SELL_FAILED,21.35,0,9.62,9.62,11365.8,-0.98923767,0.0
2023-12-19,3,SELL_FAILED,189.13,0,9.62,9.62,11365.8,-0.9920198,0.0
2023-12-20,0,SELL_FAILED,462.33,0,9.62,9.62,11234.89,-0.8858912,21.0
2023-12-20,1,HOLD,94.771,0,9.62,9.62,11234.89,0.06563249,16.0
2023-12-20,2,SELL_FAILED,21.103,0,9.62,9.62,11234.89,-0.9892267,0.0
2023-12-20,3,SELL_FAILED,188.1,0,9.62,9.62,11234.89,-0.99202657,0.0
2023-12-21,0,SELL_FAILED,466.713,0,9.62,9.62,11326.79,-0.8857774,21.0
2023-12-21,1,HOLD,94.762,0,9.62,9.62,11326.79,0.06604044,16.0
2023-12-21,2,SELL_FAILED,21.141,0,9.62,9.62,11326.79,-0.9892341,0.0
2023-12-21,3,SELL_FAILED,189.43,0,9.62,9.62,11326.79,-0.9920154,0.0
2023-12-22,0,SELL_FAILED,467.651,0,9.62,9.62,11344.48,-0.8858458,21.0
2023-12-22,1,HOLD,94.637,0,9.62,9.62,11344.48,0.06538181,16.0
2023-12-22,2,SELL_FAILED,21.103,0,9.62,9.62,11344.48,-0.9892411,0.0
2023-12-22,3,SELL_FAILED,190.27,0,9.62,9.62,11344.48,-0.99201626,0.0
2023-12-26,0,SELL_FAILED,469.626,0,9.62,9.62,11389.03,-0.8859389,21.0
2023-12-26,1,HOLD,94.829,0,9.62,9.62,11389.03,0.06387904,16.0
2023-12-26,2,SELL_FAILED,21.312,0,9.62,9.62,11389.03,-0.9892664,0.0
2023-12-26,3,SELL_FAILED,191.72,0,9.62,9.62,11389.03,-0.9920132,0.0
2023-12-27,0,SELL_FAILED,470.475,0,9.62,9.62,11416.51,-0.88563216,21.0
2023-12-27,1,HOLD,95.432,0,9.62,9.62,11416.51,0.0670274,16.0
2023-12-27,2,SELL_FAILED,21.217,0,9.62,9.62,11416.51,-0.9892143,0.0
2023-12-27,3,SELL_FAILED,192.59,0,9.62,9.62,11416.51,-0.9920225,0.0
2023-12-28,0,SELL_FAILED,470.653,0,9.62,9.62,11416.87,-0.8858618,21.0
2023-12-28,1,HOLD,95.221,0,9.62,9.62,11416.87,0.06687606,16.0
2023-12-28,2,SELL_FAILED,21.037,0,9.62,9.62,11416.87,-0.98920095,0.0
2023-12-28,3,SELL_FAILED,191.47,0,9.62,9.62,11416.87,-0.9920311,0.0
2023-12-29,0,SELL_FAILED,469.29,0,9.62,9.62,11385.35,-0.88603795,21.0
2023-12-29,1,HOLD,95.04,0,9.62,9.62,11385.35,0.065050066,16.0
2023-12-29,2,SELL_FAILED,20.923,0,9.62,9.62,11385.35,-0.9892344,0.0
2023-12-29,3,SELL_FAILED,191.17,0,9.62,9.62,11385.35,-0.99202424,0.0
2024-01-02,0,SELL_FAILED,466.664,0,9.62,9.62,11322.99,-0.8858129,21.0
2024-01-02,1,HOLD,94.589,0,9.62,9.62,11322.99,0.06683476,16.0
2024-01-02,2,SELL_FAILED,20.752,0,9.62,9.62,11322.99,-0.9892089,0.0
2024-01-02,3,SELL_FAILED,190.72,0,9.62,9.62,11322.99,-0.9920266,0.0
2024-01-03,0,SELL_FAILED,462.853,0,9.62,9.62,11243.72,-0.88596386,21.0
2024-01-03,1,HOLD,94.637,0,9.62,9.62,11243.72,0.063762605,16.0
2024-01-03,2,SELL_FAILED,21.018,0,9.62,9.62,11243.72,-0.98927045,0.0
2024-01-03,3,SELL_FAILED,189.13,0,9.62,9.62,11243.72,-0.9920126,0.0
2024-01-04,0,SELL_FAILED,461.362,0,9.62,9.62,11206.29,-0.88595146,21.0
2024-01-04,1,HOLD,94.254,0,9.62,9.62,11206.29,0.06496546,16.0
2024-01-04,2,SELL_FAILED,20.904,0,9.62,9.62,11206.29,-0.9892428,0.0
2024-01-04,3,SELL_FAILED,189.32,0,9.62,9.62,11206.29,-0.9920198,0.0
2024-01-05,0,SELL_FAILED,461.994,0,9.62,9.62,11216.04,-0.8858238,21.0
2024-01-05,1,HOLD,94.034,0,9.62,9.62,11216.04,0.06646973,16.0
2024-01-05,2,SELL_FAILED,21.008,0,9.62,9.62,11216.04,-0.98921233,0.0
2024-01-05,3,SELL_FAILED,189.35,0,9.62,9.62,11216.04,-0.992027,0.0
2024-01-08,0,SELL_FAILED,468.589,0,9.62,9.62,11360.2,-0.8856474,21.0
2024-01-08,1,HOLD,94.388,0,9.62,9.62,11360.2,0.06871504,16.0
2024-01-08,2,SELL_FAILED,20.705,0,9.62,9.62,11360.2,-0.989177,0.0
2024-01-08,3,SELL_FAILED,187.87,0,9.62,9.62,11360.2,-0.9920299,0.0
2024-01-09,0,SELL_FAILED,467.878,0,9.62,9.62,11344.96,-0.8859969,21.0
2024-01-09,1,HOLD,94.369,0,9.62,9.62,11344.96,0.06506066,16.0
2024-01-09,2,SELL_FAILED,20.857,0,9.62,9.62,11344.96,-0.98923874,0.0
2024-01-09,3,SELL_FAILED,187.93,0,9.62,9.62,11344.96,-0.9920236,0.0
2024-01-10,0,SELL_FAILED,470.524,0,9.62,9.62,11397.62,-0.88595676,21.0
2024-01-10,1,HOLD,94.187,0,9.62,9.62,11397.62,0.06550588,16.0
2024-01-10,2,SELL_FAILED,20.714,0,9.62,9.62,11397.62,-0.98922867,0.0
2024-01-10,3,SELL_FAILED,187.5,0,9.62,9.62,11397.62,-0.992027,0.0
2024-01-11,0,SELL_FAILED,470.317,0,9.62,9.62,11401.86,-0.88588345,21.0
2024-01-11,1,HOLD,94.724,0,9.62,9.62,11401.86,0.06524551,16.0
2024-01-11,2,SELL_FAILED,20.866,0,9.62,9.62,11401.86,-0.98924315,0.0
2024-01-11,3,SELL_FAILED,187.87,0,9.62,9.62,11401.86,-0.99201703,0.0
2024-01-12,0,SELL_FAILED,470.643,0,9.62,9.62,11411.46,-0.88594955,21.0
2024-01-12,1,HOLD,94.896,0,9.62,9.62,11411.46,0.064540684,16.0
2024-01-12,2,SELL_FAILED,20.942,0,9.62,9.62,11411.46,-0.98925316,0.0
2024-01-12,3,SELL_FAILED,189.71,0,9.62,9.62,11411.46,-0.9920151,0.0
2024-01-16,0,SELL_FAILED,468.915,0,9.62,9.62,11363.83,-0.8859236,21.0
2024-01-16,1,HOLD,94.187,0,9.62,9.62,11363.83,0.06476425,16.0
2024-01-16,2,SELL_FAILED,20.762,0,9.62,9.62,11363.83,-0.98924786,0.0
2024-01-16,3,SELL_FAILED,187.91,0,9.62,9.62,11363.83,-0.9920184,0.0
2024-01-17,0,SELL_FAILED,466.309,0,9.62,9.62,11304.97,-0.88571,21.0
2024-01-17,1,HOLD,93.929,0,9.62,9.62,11304.97,0.06838033,16.0
2024-01-17,2,SELL_FAILED,20.733,0,9.62,9.62,11304.97,-0.98917514,0.0
2024-01-17,3,SELL_FAILED,185.84,0,9.62,9.62,11304.97,-0.99203485,0.0
2024-01-18,0,SELL_FAILED,470.455,0,9.62,9.62,11390.66,-0.88603455,21.0
2024-01-18,1,HOLD,93.843,0,9.62,9.62,11390.66,0.06582968,16.0
2024-01-18,2,SELL_FAILED,20.866,0,9.62,9.62,11390.66,-0.9892122,0.0
2024-01-18,3,SELL_FAILED,187.37,0,9.62,9.62,11390.66,-0.992035,0.0
2024-01-19,0,SELL_FAILED,476.32,0,9.62,9.62,11514.13,-0.8858237,21.0
2024-01-19,1,HOLD,93.862,0,9.62,9.62,11514.13,0.0651323,16.0
2024-01-19,2,SELL_FAILED,20.828,0,9.62,9.62,11514.13,-0.9892475,0.0
2024-01-19,3,SELL_FAILED,187.93,0,9.62,9.62,11514.13,-0.9920143,0.0
2024-01-22,0,SELL_FAILED,477.327,0,9.62,9.62,11538.03,-0.8858836,21.0
2024-01-22,1,HOLD,94.034,0,9.62,9.62,11538.03,0.063884355,16.0
2024-01-22,2,SELL_FAILED,20.913,0,9.62,9.62,11538.03,-0.9892741,0.0
2024-01-22,3,SELL_FAILED,187.22,0,9.62,9.62,11538.03,-0.9920065,0.0
2024-01-23,0,SELL_FAILED,478.719,0,9.62,9.62,11563.58,-0.88591534,21.0
2024-01-23,1,HOLD,93.804,0,9.62,9.62,11563.58,0.06580502,16.0
2024-01-23,2,SELL_FAILED,21.027,0,9.62,9.62,11563.58,-0.989227,0.0
2024-01-23,3,SELL_FAILED,187.95,0,9.62,9.62,11563.58,-0.99202466,0.0
2024-01-24,0,SELL_FAILED,479.243,0,9.62,9.62,11571.23,-0.88584304,21.0
2024-01-24,1,HOLD,93.594,0,9.62,9.62,11571.23,0.06577941,16.0
2024-01-24,2,SELL_FAILED,21.208,0,9.62,9.62,11571.23,-0.9892311,0.0
2024-01-24,3,SELL_FAILED,186.4,0,9.62,9.62,11571.23,-0.99202174,0.0
2024-01-25,0,SELL_FAILED,481.849,0,9.62,9.62,11632.69,-0.88589656,21.0
2024-01-25,1,HOLD,94.015,0,9.62,9.62,11632.69,0.06638808,16.0
2024-01-25,2,SELL_FAILED,21.369,0,9.62,9.62,11632.69,-0.9892131,0.0
2024-01-25,3,SELL_FAILED,187.14,0,9.62,9.62,11632.69,-0.9920273,0.0
2024-01-26,0,SELL_FAILED,481.237,0,9.62,9.62,11618.16,-0.8857656,21.0
2024-01-26,1,HOLD,93.91,0,9.62,9.62,11618.16,0.06629078,16.0
2024-01-26,2,SELL_FAILED,21.464,0,9.62,9.62,11618.16,-0.9892227,0.0
2024-01-26,3,SELL_FAILED,187.01,0,9.62,9.62,11618.16,-0.99202126,0.0
2024-01-29,0,SELL_FAILED,485.048,0,9.62,9.62,11704.16,-0.88593155,21.0
2024-01-29,1,HOLD,94.283,0,9.62,9.62,11704.16,0.06495284,16.0
2024-01-29,2,SELL_FAILED,21.284,0,9.62,9.62,11704.16,-0.98924816,0.0
2024-01-29,3,SELL_FAILED,188.33,0,9.62,9.62,11704.16,-0.99201715,0.0
2024-01-30,0,SELL_FAILED,484.673,0,9.62,9.62,11699.19,-0.8859446,21.0
2024-01-30,1,HOLD,94.465,0,9.62,9.62,11699.19,0.064460464,16.0
2024-01-30,2,SELL_FAILED,21.426,0,9.62,9.62,11699.19,-0.9892592,0.0
2024-01-30,3,SELL_FAILED,188.59,0,9.62,9.62,11699.19,-0.9920139,0.0
2024-01-31,0,SELL_FAILED,476.764,0,9.62,9.62,11540.0,-0.8858986,21.0
2024-01-31,1,HOLD,94.896,0,9.62,9.62,11540.0,0.06499036,16.0
2024-01-31,2,SELL_FAILED,21.198,0,9.62,9.62,11540.0,-0.98924375,0.0
2024-01-31,3,SELL_FAILED,188.45,0,9.62,9.62,11540.0,-0.9920173,0.0
2024-02-01,0,SELL_FAILED,483.004,0,9.62,9.62,11679.7,-0.8857642,21.0
2024-02-01,1,HOLD,95.437,0,9.62,9.62,11679.7,0.06561546,16.0
2024-02-01,2,SELL_FAILED,20.942,0,9.62,9.62,11679.7,-0.9892398,0.0
2024-02-01,3,SELL_FAILED,190.41,0,9.62,9.62,11679.7,-0.9920154,0.0
2024-02-02,0,SELL_FAILED,488.089,0,9.62,9.62,11772.5,-0.88594055,21.0
2024-02-02,1,HOLD,94.563,0,9.62,9.62,11772.5,0.06604973,16.0
2024-02-02,2,SELL_FAILED,20.705,0,9.62,9.62,11772.5,-0.9892167,0.0
2024-02-02,3,SELL_FAILED,188.61,0,9.62,9.62,11772.5,-0.99202925,0.0
2024-02-05,0,SELL_FAILED,486.312,0,9.62,9.62,11722.73,-0.8858862,21.0
2024-02-05,1,HOLD,93.785,0,9.62,9.62,11722.73,0.066307634,16.0
2024-02-05,2,SELL_FAILED,20.79,0,9.62,9.62,11722.73,-0.9892137,0.0
2024-02-05,3,SELL_FAILED,187.57,0,9.62,9.62,11722.73,-0.9920281,0.0
2024-02-06,0,SELL_FAILED,487.724,0,9.62,9.62,11760.22,-0.88579684,21.0
2024-02-06,1,HOLD,94.275,0,9.62,9.62,11760.22,0.06600433,16.0
2024-02-06,2,SELL_FAILED,20.866,0,9.62,9.62,11760.22,-0.9892291,0.0
2024-02-06,3,SELL_FAILED,188.55,0,9.62,9.62,11760.22,-0.9920193,0.0
2024-02-07,0,SELL_FAILED,491.792,0,9.62,9.62,11842.56,-0.8858299,21.0
2024-02-07,1,HOLD,94.082,0,9.62,9.62,11842.56,0.06561176,16.0
2024-02-07,2,SELL_FAILED,20.961,0,9.62,9.62,11842.56,-0.9892402,0.0
2024-02-07,3,SELL_FAILED,188.5,0,9.62,9.62,11842.56,-0.992015,0.0
2024-02-08,0,SELL_FAILED,492.009,0,9.62,9.62,11842.51,-0.88593334,21.0
2024-02-08,1,HOLD,93.794,0,9.62,9.62,11842.51,0.06517613,16.0
2024-02-08,2,SELL_FAILED,21.075,0,9.62,9.62,11842.51,-0.9892402,0.0
2024-02-08,3,SELL_FAILED,188.33,0,9.62,9.62,11842.51,-0.9920212,0.0
2024-02-09,0,SELL_FAILED,494.852,0,9.62,9.62,11901.75,-0.88581383,21.0
2024-02-09,1,HOLD,93.765,0,9.62,9.62,11901.75,0.066324994,16.0
2024-02-09,2,SELL_FAILED,21.132,0,9.62,9.62,11901.75,-0.98921376,0.0
2024-02-09,3,SELL_FAILED,187.6,0,9.62,9.62,11901.75,-0.9920288,0.0
2024-02-12,0,SELL_FAILED,494.635,0,9.62,9.62,11897.52,-0.88588405,21.0
2024-02-12,1,HOLD,93.785,0,9.62,9.62,11897.52,0.066200495,16.0
2024-02-12,2,SELL_FAILED,21.141,0,9.62,9.62,11897.52,-0.9892136,0.0
2024-02-12,3,SELL_FAILED,187.11,0,9.62,9.62,11897.52,-0.9920289,0.0
2024-02-13,0,SELL_FAILED,487.823,0,9.62,9.62,11740.62,-0.8858175,21.0
2024-02-13,1,HOLD,92.92,0,9.62,9.62,11740.62,0.06642098,16.0
2024-02-13,2,SELL_FAILED,21.018,0,9.62,9.62,11740.62,-0.9892179,0.0
2024-02-13,3,SELL_FAILED,184.53,0,9.62,9.62,11740.62,-0.99202365,0.0
2024-02-14,0,SELL_FAILED,492.256,0,9.62,9.62,11840.32,-0.886056,21.0
2024-02-14,1,HOLD,93.333,0,9.62,9.62,11840.32,0.06414907,16.0
